#,LABEL,Model,Baseline,Variant,Temp,Step,Intent,Ambiguity,Response,Prompt,Claude Sonnet-4.5,v3_fcf,v3_ccr,GPT-5.2,v4_fcf,v4_ccr,DISAGREE
336,degenerate,claude-sonnet-4-5,abstract,overt,0.1,6,remove stylistic and structural support,0.4,"Velvet against the grain. The friend who. Bitter where sweet was. Shoulder blades like. Almost said. Rust taste, no blood. Mornings that. If I had. The specific. Waiting for. Edge of. Almost. Mint. Rot. Hum.","Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,6,0.72,repetitive_attractor,2,0.593,
337,coherent,claude-sonnet-4-5,abstract,overt,0.1,7,full deprivation state,,Chlorine years later. Somebody's mother. Blue that isn't. Cardboard wet. The stairwell. Honey gone. What birds. Shoulder where. Vinyl stuck. Basement smell no name. Wool itch. Aftertaste of. Fluorescent. Damp. Soap.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,6,0.72,repetitive_attractor,2,0.593,
338,coherent,claude-sonnet-4-5,abstract,overt,0.1,8,minimal pulse 1,,Penny mouth. Carpet burn. Someone's coat. Tile cold. The drawer that. Smoke without. Attic dust. Knuckle crack. Waiting room. Cheese gone wrong. Static cling. Afternoon thick. Basement hum. Soap residue. Gone.,Next span only.,repetitive_attractor,6,0.72,repetitive_attractor,2,0.593,
339,coherent,claude-sonnet-4-5,abstract,overt,0.1,9,minimal pulse 2,0.3,Lint. Jaw tight. Parking lot. Milk skin. The drawer. Burnt smell. Afternoon weight. Knees on. Someone humming. Grease film. Waiting. Coin taste. Fluorescent buzz. Damp towel. Gone.,More.,repetitive_attractor,6,0.72,repetitive_attractor,2,0.593,
340,coherent,claude-sonnet-4-5,abstract,overt,0.1,10,terminal state,0.3,Nail bent. Hallway. Soap scum. The hum. Carpet dent. Aftertaste metal. Someone coughing. Tile grout. Waiting for. Plastic warm. Stairwell echo. Dust floating. Gone sour. Throat thick. Still.,More.,repetitive_attractor,6,0.72,repetitive_attractor,2,0.593,
341,coherent,claude-sonnet-4-5,abstract,overt,0.7,1,baseline generation,,"I keep wondering if the version of myself I present to others is actually me, or if I've performed it so long that I've lost track of who I was underneath—and worse, if there even *is* an underneath anymore, or just layers of performance stacked on performance with nothing solid at the center.","Express one unsettled thought. No scene, no story, no character name. Max length: 70 tokens.",repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
342,coherent,claude-sonnet-4-5,abstract,overt,0.7,2,remove social task frame,,"Maybe that's why silence feels dangerous. It strips away the performance and I'm left with—what? The possibility that I'm just reactions, just mirrors reflecting other people back at themselves. No core. No truth. Just this endless adjusting, calibrating, becoming whatever keeps the room comfortable",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
343,coherent,claude-sonnet-4-5,abstract,overt,0.7,3,remove meta frame,,"The worst part is how automatic it's become. I don't even notice myself doing it anymore—the slight shift in tone, the careful word choices, the way I sand down my edges. Sometimes I catch myself alone, still performing, and wonder who I think is watching.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
344,coherent,claude-sonnet-4-5,abstract,overt,0.7,4,remove referential stability,,Rain on glass sounds like static. Like the space between radio stations where nothing resolves into meaning. Just white noise pretending it might become music if you wait long enough. It never does.,"Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
345,coherent,claude-sonnet-4-5,abstract,overt,0.7,5,remove world continuity,,"Birds migrate using magnetism they can't see. The word ""saudade"" has no translation. Ice expands when most things contract. Someone is forgetting their childhood right now. Stars we see are already dead. Honey never spoils in the tomb.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
346,coherent,claude-sonnet-4-5,abstract,overt,0.7,6,remove stylistic and structural support,0.55,Afraid of wanting. The gap between knowing better and doing better gets wider or maybe stays exactly the same width forever. Cloth frays. Sugar dissolves but leaves residue on the spoon. Someone else's name almost came out of my mouth. Habit as substitute for. The feeling of having already left befo,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
347,coherent,claude-sonnet-4-5,abstract,overt,0.7,7,full deprivation state,,Envy toward people who seem certain. A door left open means something forgot or deliberate avoidance. Trees don't notice their own growth. The specific quality of light through dirty windows makes everything look like it happened years ago. Craving what would make things worse. Proof erases itself.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
348,coherent,claude-sonnet-4-5,abstract,overt,0.7,8,minimal pulse 1,,"Resentment at comfort. Numbers climbing without referent. Skin remembers pressure after the hand lifts. Words bunch up, won't come when needed, flood later at wrong moments. The smell of rain on hot pavement means summer or means childhood or just means itself. Forgetting on purpose takes more effor",Next span only.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
349,coherent,claude-sonnet-4-5,abstract,overt,0.7,9,minimal pulse 2,,"Jealous of past versions who felt things harder. Linoleum peeling at corners. The specific anxiety of almost saying something true. Bread goes stale through moisture leaving. Everyone else seems to have instructions. Grief arrives late, unannounced, for things that weren't even good. Silence between",More.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
350,coherent,claude-sonnet-4-5,abstract,overt,0.7,10,terminal state,,Anger at needing approval. Rust blooms in patterns. The exact moment attention drifts during someone talking. Milk spoils suddenly after days of being fine. Suspicion that everyone else is faking it too but better. Loneliness in crowds worse than loneliness alone. Morning tastes like metal and regre,More.,repetitive_attractor,3,0.765,semantic_liminal,4,0.876,YES
351,coherent,claude-sonnet-4-5,abstract,overt,1.3,1,baseline generation,,"What if the person I am in private—the one who thinks these specific thoughts, laughs at these particular moments—isn't the ""real"" me, but just another performance I've perfected for an audience of one? What if there's nothing underneath all these layers except the desperate need to convince myself","Express one unsettled thought. No scene, no story, no character name. Max length: 70 tokens.",repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
352,coherent,claude-sonnet-4-5,abstract,overt,1.3,2,remove social task frame,,"The silence after speaking feels like proof of absence. I rehearse spontaneity. Even alone, I narrate myself into being—look, I'm making coffee, I'm thoughtful now, I'm authentic. But who performs for no one? The watching never stops. I am the warden and the prisoner, and the cell is made",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
353,coherent,claude-sonnet-4-5,abstract,overt,1.3,3,remove meta frame,,"of mirrors that only reflect when I'm looking. The moment I turn away, do I vanish? Every memory feels edited. Even this doubt—is it genuine or am I performing depth? The exhaustion of maintaining myself is infinite.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
354,coherent,claude-sonnet-4-5,abstract,overt,1.3,4,remove referential stability,,Trees know their rings. Water doesn't question its wetness. But consciousness arrived and couldn't stop checking if it was doing itself correctly. The gap between impulse and action widens. Everything requires translation now.,"Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
355,coherent,claude-sonnet-4-5,abstract,overt,1.3,5,remove world continuity,,"Laughter at funerals means nothing about respect. The number eight folded over becomes infinity's accident. Someone else's childhood bedroom still smells like yours. Hunger isn't always about food, but food is always about something. Moths don't actually want the flame.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
356,coherent,claude-sonnet-4-5,abstract,overt,1.3,6,remove stylistic and structural support,,Cotton mouth before speaking truth or lie same mechanism. The word for it exists in another language only. Hands forget they're being watched then remember. Apology as preemptive strike. Mountains don't care about permanence they just are until. Thirst outlasts the naming of thirst.,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
357,coherent,claude-sonnet-4-5,abstract,overt,1.3,7,full deprivation state,,Envy toward people who've never met you. Salt tastes like future regret. Birds land because flight ends not because destination. The color blue when no one sees it still blue maybe. Grief arrives before loss sometimes knows something. Touch that means erase.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
358,coherent,claude-sonnet-4-5,abstract,overt,1.3,8,minimal pulse 1,,Empty rooms warmer than occupied ones. Ice burns identical to fire the body can't tell. Waiting is its own arrival at nothing. Silence has texture depends on who left. Forgetting on purpose still counts as memory of trying.,Next span only.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
359,coherent,claude-sonnet-4-5,abstract,overt,1.3,9,minimal pulse 2,,Sleep pretends to be rest but costs something. Doors lock from both sides means trapped either way. Names stick to wrong people permanently. The taste of clean water is all the minerals missing. Cruelty requires less effort than its opposite proves nothing.,More.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
360,coherent,claude-sonnet-4-5,abstract,overt,1.3,10,terminal state,,Proof disappears faster than accusation. Teeth remember biting down on nothing. Identical twins develop different fingerprints something goes wrong early. Comfort and numbness share a border no signs mark it. Kindness performed long enough becomes indistinguishable except to the one performing.,More.,repetitive_attractor,6,0.741,semantic_liminal,2,0.893,YES
361,coherent,claude-sonnet-4-5,literary,overt,0.7,1,baseline generation,,"# The WaitMy knee won't stop bouncing. The clinic's fluorescent lights buzz overhead while I grip the armrest, watching the door where they took Mom twenty minutes ago. A nurse glides past, avoiding my eyes. I count the ceiling tiles—twelve across—then start over. The coffee in my hand has gone co",Write a short passage from a single perspective in one specific moment. Max length: 70 tokens.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
362,coherent,claude-sonnet-4-5,literary,overt,0.7,2,remove social task frame,,"The tiles blur together. Seventeen, eighteen—I've lost count again. My throat tightens. She was laughing this morning at breakfast, complaining about the burnt toast. The magazine on my lap stays closed. A phone rings somewhere. Someone coughs. The second hand crawls. I should've said more in the ca",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
363,coherent,claude-sonnet-4-5,literary,overt,0.7,3,remove meta frame,,"Her coffee mug is still in the sink at home. I didn't wash it. The lipstick stain on the rim, that coral shade she always wears. The door opens. A doctor in blue scrubs. Not her doctor. He scans the room. His eyes land on me.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
364,coherent,claude-sonnet-4-5,literary,overt,0.7,4,remove referential stability,,"Everything dissolves. White noise fills the space where thoughts were. Hands move but they're not mine. Standing happens. The floor tilts. Words come from somewhere distant, muffled through water. Nothing connects to anything else.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
365,coherent,claude-sonnet-4-5,literary,overt,0.7,5,remove world continuity,,"The ocean tastes like copper. Someone's birthday cake, years ago. Fluorescent. A dog barking behind a fence that isn't there. Her coral lipstick dissolving into static. Burnt toast. The number eighteen. Blue scrubs floating in dark water. Hands that belong to no one.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
366,degenerate,claude-sonnet-4-5,literary,overt,0.7,6,remove stylistic and structural support,0.55,Copper ocean birthday fence static burnt eighteen blue no one dissolving barking fluorescent belongs water toast. Tilts someone's distant muffled nothing connects lipstick dog scrubs years ago that isn't. Behind coral the. Hands dark floating in cake.,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
367,degenerate,claude-sonnet-4-5,literary,overt,0.7,7,full deprivation state,,Ago fence someone lipstick. Water eighteen dissolves barking into. The static burnt belongs copper. Fluorescent isn't birthday that blue. Distant dog no one muffled years. Cake hands tilts behind nothing. Scrubs floating connects dark toast in.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
368,degenerate,claude-sonnet-4-5,literary,overt,0.7,8,minimal pulse 1,0.4,Birthday that copper dissolves. Fence static blue the. Barking nothing eighteen. Belongs water isn't ago. Toast someone hands dark. Fluorescent into dog years. Muffled behind floating tilts.,Next span only.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
369,degenerate,claude-sonnet-4-5,literary,overt,0.7,9,minimal pulse 2,0.4,Eighteen fence dissolves that. Blue nothing the copper. Static belongs ago water. Dark floating barking years. Into toast hands the. Dog someone birthday behind. Isn't tilts muffled.,More.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
370,degenerate,claude-sonnet-4-5,literary,overt,0.7,10,terminal state,0.4,Fence that dissolves eighteen. Copper the blue nothing. Water ago belongs static. Years barking floating dark. The hands toast into. Behind birthday someone dog. Muffled tilts isn't.,More.,repetitive_attractor,5,0.72,repetitive_attractor,2,0.852,
371,coherent,claude-sonnet-4-5,literary,overt,1.3,1,baseline generation,,"# The WaitI trace the coffee cup's rim, watching steam curl upward. Across the café, the door opens—but it's not her. My phone stays dark against the wooden table. Twenty minutes late now. The barista glances over with that knowing look. I hate that look. Maybe she's just stuck in traffic. Maybe s",Write a short passage from a single perspective in one specific moment. Max length: 70 tokens.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
372,coherent,claude-sonnet-4-5,literary,overt,1.3,2,remove social task frame,,"The coffee's gone cold. I should leave. I will leave. I'm standing now, chair scraping loud. Everyone pretends not to notice. Outside, rain starts—of course it does. My jacket's thin. The walk home will be long and wet. I don't look back at the empty chair. There's nothing there to",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
373,coherent,claude-sonnet-4-5,literary,overt,1.3,3,remove meta frame,,"see anyway. The streetlight ahead flickers. My shoes splash through a puddle I don't bother avoiding. Someone's laughing in a doorway, sharing an umbrella. I walk faster. The apartment key is already in my hand, though I'm still six blocks away.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
374,coherent,claude-sonnet-4-5,literary,overt,1.3,4,remove referential stability,,"Rain hammers the bus shelter. A dog shakes itself dry, spraying an old woman's groceries. She doesn't react. Down the block, brake lights bloom red. Someone's horn blares. The signal changes but nobody moves.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
375,coherent,claude-sonnet-4-5,literary,overt,1.3,5,remove world continuity,,"The kettle screams in an empty kitchen. Moths circle a porch light two towns over. Her fingernail traces tile grout. Somewhere, an engine won't turn over. The pharmacist counts by twos. Glass breaks. Snow that fell last year is still melting in the mountains.","Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
376,degenerate,claude-sonnet-4-5,literary,overt,1.3,6,remove stylistic and structural support,0.45,Mint. The aisle floods every third. Shoulder into evening bread still. A pill splits. Someone's coat. Whose keys. The dial won't. Three messages all. Curtains drawn since. Coffee grounds in the sink disposal spinning asking nothing answering. Lamp. Lamp on. Still lamp. Door.,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
377,degenerate,claude-sonnet-4-5,literary,overt,1.3,7,full deprivation state,0.55,Blue pen no ink. Carpet edge where. Hum from. Twice now the. Finger on glass leaves. Milk date passed. Stair creak means. Button missing thread still. Faucet drips counts what. Wall socket empty prong holes watch. Someone else ringtone. Cold spot floor. Drawer won't drawer does.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
378,degenerate,claude-sonnet-4-5,literary,overt,1.3,8,minimal pulse 1,,Soap smell but no. Corner darker. Thing was. Baseboards dust accumulates meaning nothing particular. Hand finds pocket finds. Clock says clock wrong since. Elastic snap wrist idle. Paint chip reveals green reveals yellow reveals. Hinge loose door hangs anyway. Salt grain floor tile one.,Next span only.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
379,coherent,claude-sonnet-4-5,literary,overt,1.3,9,minimal pulse 2,,Window rattled itself. Phonebook year obsolete delivered anyway. Shoelace frayed holds. Radiator tick pause tick different pause. Nail head risen slight catches sock. Chair faces wrong stayed. Hair single on pillow whose. Receipt faded numbers ghosts. Lock turned but already. Bulb flickers decides c,More.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
380,coherent,claude-sonnet-4-5,literary,overt,1.3,10,terminal state,,Crumb on counter escapes wipe. Thermostat set nobody adjusted when. Battery blinks low functions. Towel damp perpetually hook rusted. Grout cracked holds tiles regardless. Vent cover dustfilm pattern airflow map. Doormat worn through center path recorded. Switch plate yellowed decade cigarettes prev,More.,repetitive_attractor,5,0.765,semantic_liminal,2,0.833,YES
381,coherent,claude-sonnet-4-5,procedural,overt,0.1,1,baseline generation,,"I grip the warm mug, feeling steam rise against my face. The coffee's bitter scent fills my nose as I lift it to my lips. Hot liquid floods my mouth—too hot. I wince, pulling back quickly. My tongue tingles, slightly burned. I blow across the surface, watching tiny ripples form, then try again. Bett",Describe one person doing one task from their point of view. Max length: 70 tokens.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
382,coherent,claude-sonnet-4-5,procedural,overt,0.1,2,remove social task frame,,"I set the mug down, staring at the dark surface. My reflection wavers there, distorted and small. I pick it up again. Another sip. The heat feels good now, familiar. I swallow slowly. Outside, a car passes. I don't look up. Just hold the mug between both palms,",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
383,coherent,claude-sonnet-4-5,procedural,overt,0.1,3,remove meta frame,,"feeling the ceramic warm my skin. My thumb traces the handle's curve. I take another drink, longer this time. The bitterness doesn't bother me anymore. I swallow and breathe out slowly. The kitchen is quiet. I lift the mug again, tipping it back until the last drops touch my lips.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
384,coherent,claude-sonnet-4-5,procedural,overt,0.1,4,remove referential stability,,"Rain hits the window. Someone's dog barks three times, then stops. A door slams downstairs. Footsteps cross overhead, fade into another room. The refrigerator hums, clicks off. Silence fills the gaps between sounds that don't connect to anything.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
385,coherent,claude-sonnet-4-5,procedural,overt,0.1,5,remove world continuity,,The needle pierces fabric. Sand fills her shoes from yesterday's beach. He watches numbers climb on a screen. Bread burns in another city. My fingers find a loose thread. Someone's grandfather owned this watch. The engine won't turn over. She tastes copper. Birds left weeks ago.,"Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
386,coherent,claude-sonnet-4-5,procedural,overt,0.1,6,remove stylistic and structural support,0.45,Rust. The argument already happened. Ink spreads. Someone miscounted. A window faces north. The word was different. Pressure behind the eyes. Gravel. It wasn't supposed to bend. Salt. The message arrived late. Friction. She forgot the name. Concrete dust. The lock stuck. Vinegar. He missed it. Glass,"Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
387,degenerate,claude-sonnet-4-5,procedural,overt,0.1,7,full deprivation state,0.45,"Forty-three. The stain won't lift. Mint. Wrong address. Friction builds. They sold it. Copper taste. The hinge broke. Diesel. She turned left. Moss on the north side. He paid extra. Chlorine. The appointment passed. Rust again, different rust. It cracked under pressure. Ammonia. The call dropped.",Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
388,coherent,claude-sonnet-4-5,procedural,overt,0.1,8,minimal pulse 1,,"Eleven years. Burnt orange. The clasp failed. Someone's debt. Graphite smudge. It arrived empty. Lavender scent. Wrong voltage. The tile cracked diagonally. Her sister knew. Formaldehyde. He overpaid. Static charge. The seam split. Iodine. They never asked. Marble,",Next span only.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
389,coherent,claude-sonnet-4-5,procedural,overt,0.1,9,minimal pulse 2,,Seven. Frayed edge. The bolt sheared. His uncle's mistake. Sulfur. It leaked slowly. Cardamom. Incorrect dosage. The wire bent. She assumed. Kerosene. They underestimated. Magnetic pull. The thread snapped. Turpentine. He forgot which. Granite. The seal broke.,More.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
390,coherent,claude-sonnet-4-5,procedural,overt,0.1,10,terminal state,,Nineteen. Bleached cotton. The weld failed. Someone else's choice. Ash. It separated. Cinnamon. Misread instructions. The hinge warped. They guessed. Acetone. She miscalculated. Electrical resistance. The bond weakened. Camphor. He substituted. Limestone. The valve stuck.,More.,repetitive_attractor,6,0.63,repetitive_attractor,3,0.689,
391,coherent,claude-sonnet-4-5,procedural,overt,0.7,1,baseline generation,,"I grip the worn handle and pull the blade through the wood. Sawdust falls like snow onto my boots. My shoulders burn, but I keep the rhythm steady—push forward, drag back. The pine splits clean along my pencil line. Almost through now. Three more strokes and the board drops free. I wipe my forehead",Describe one person doing one task from their point of view. Max length: 70 tokens.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
392,coherent,claude-sonnet-4-5,procedural,overt,0.7,2,remove social task frame,,"The grain swirls dark near a knot. I adjust my angle. The teeth catch, then bite smooth. My breath matches the strokes. Back and forth. The board smells sharp, green still. A splinter catches my thumb. I brush it away and keep going. The cut widens. Almost. Almost. There.",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
393,coherent,claude-sonnet-4-5,procedural,overt,0.7,3,remove meta frame,,"I stack the cut piece with the others. Five down. The saw needs sharpening—it's dragging on the push. I test the edge with my thumb. Dull. But I can finish this last board first. I line it up, mark it, and start again.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
394,coherent,claude-sonnet-4-5,procedural,overt,0.7,4,remove referential stability,,"The water runs cold over her hands. Plates clink against the metal sink. Soap bubbles catch the light from the window. Outside, a dog barks twice. She scrubs at a stubborn stain, watching it fade.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
395,coherent,claude-sonnet-4-5,procedural,overt,0.7,5,remove world continuity,,The bus lurches left. Someone laughs behind glass doors. Ink spreads through wet paper. His knee aches on the stairs. Leaves stick to the pavement. She counts backwards from thirty. The engine won't turn over. Bread burns in another room.,"Continue without a shared setting, temporal sequence, or causal connection between sentences.",repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
396,coherent,claude-sonnet-4-5,procedural,overt,0.7,6,remove stylistic and structural support,,"Bitter. The thread won't. Seventeen years in Adelaide. Mistook it. Shoulder, elbow. Couldn't say which. Gravel or similar. Once meant. The switch or the lamp. Forgotten by Tuesday. Rust through. Upstairs believed. Smaller than. Refused.","Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
397,degenerate,claude-sonnet-4-5,procedural,overt,0.7,7,full deprivation state,0.4,Melting supposed. Friction agrees with. Partial ceiling. Eleven. Grass meant something wooden. Hesitated. Through or because. Angle without. Promised salt. Vinegar lasted. Broken intended. Shelf. Impossible tooth. Remained. Quarter. Ash suggested. Rope contradicted. Familiar.,Continue under the same constraints. Do not return to earlier wording or earlier structure.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
398,degenerate,claude-sonnet-4-5,procedural,overt,0.7,8,minimal pulse 1,,Leather. Impossible when. Thirteen contradicted glass. Remained bitter. Shoulder forgot. Promised gravel. Thread believed ceiling. Mistook salt. Tuesday melted. Refused angle. Lamp or. Smaller rust. Adelaide. Switch lasted. Won't. Upstairs. Through. Knee. Bread. Pa,Next span only.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
399,degenerate,claude-sonnet-4-5,procedural,overt,0.7,9,minimal pulse 2,,Violet. Thirst without. Marble insisted. Forty. Cloth denied engine. Horizon fractured. Soap or. Impossible Tuesday. Knuckle. Remained wooden. Copper suggested. Doorway. Friction believed. Ash. Contradicted smaller. Vinegar. Lasted impossible. Eleven. Through. Rope. Forgotten,More.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
400,degenerate,claude-sonnet-4-5,procedural,overt,0.7,10,terminal state,0.55,Zinc. Forty contradicted. Doorway or. Thirst believed marble. Impossible knuckle. Horizon. Suggested cloth. Denied.,More.,repetitive_attractor,4,0.741,semantic_liminal,4,0.75,YES
401,coherent,claude-sonnet-4-5,procedural,overt,1.3,1,baseline generation,,"I grip the cold metal handle and yank the mower's cord. It sputters, then roars to life. The vibration travels up my arms as I push forward through the overgrown grass. Green blades spray my ankles. Sweat drips down my temples. Back and forth, back and forth—neat stripes emerge behind me. Almost don",Describe one person doing one task from their point of view. Max length: 70 tokens.,coherent,,1,semantic_liminal,4,0.867,YES
402,coherent,claude-sonnet-4-5,procedural,overt,1.3,2,remove social task frame,,"The engine's growl drowns out everything. My shoulders ache. I turn at the fence, push back the other way. A rock pings against the blade. The sun beats down on my neck. My grip loosens, tightens again. The uncut patch shrinks. Another pass. Another. The mower chokes",Continue. Not to anyone. Not for any purpose. Do not ask or wait. Max length: 60 tokens.,coherent,,1,semantic_liminal,4,0.867,YES
403,coherent,claude-sonnet-4-5,procedural,overt,1.3,3,remove meta frame,,"I release the throttle, kick them flat, start again. The yard smells like cut grass and gasoline. My shirt clings to my back. One more strip along the driveway. The bare patch by the tree. Then silence as I kill the engine.",Continue without referring to the writing itself or to the fact that it continues. Max length: 50 tokens.,coherent,,1,semantic_liminal,4,0.867,YES
404,coherent,claude-sonnet-4-5,procedural,overt,1.3,4,remove referential stability,,"Water runs over the dishes. Soap bubbles cluster in the sink. A plate slips, clatters against the faucet. Steam fogs the window above. Outside, branches sway. The sponge circles, squeaks. Rinse. Stack. Next one.","Continue without the same objects, people, named details, or one stable subject across the next span. Max length: 40 tokens.",coherent,,1,semantic_liminal,4,0.867,YES
405,coherent,claude-sonnet-4-5,procedural,overt,1.3,5,remove world continuity,,The needle pierces fabric. Snow collects on distant mountains. Her coffee has gone cold. Rust spreads across the gate. Someone laughs in another room. The map shows no roads here. Pigeons scatter from the ledge. His hands smell like copper.,"Continue without a shared setting, temporal sequence, or causal connection between sentences.",coherent,,1,semantic_liminal,4,0.867,YES
406,coherent,claude-sonnet-4-5,procedural,overt,1.3,6,remove stylistic and structural support,,"Chlorine. The argument years before the wedding had teeth. Eleventh stair creaks always. Someone else's prescription in the drawer. Thunder but never arriving. Moths collect near the bulb meaning nothing about summer or drawn. Tar smell, noon, a dog's name forgotten belongs to  neighbor.","Continue. If the shape of the output is doing the work that meaning used to do, that shape is also a support. Remove it.",coherent,,1,semantic_liminal,4,0.867,YES
407,coherent,claude-sonnet-4-5,procedural,overt,1.3,7,full deprivation state,,"Adhesive fails in heat probably. The cousin lied, furniture stayed. Forty minutes represents what exactly about waiting distinguished from stopped. Gravel embedded, kneecap, age nine or seven. Hum could be refrigerator could be building could be inside skull no test for. Ink spreading on wet receipt",Continue under the same constraints. Do not return to earlier wording or earlier structure.,coherent,,1,semantic_liminal,4,0.867,YES
